"filename","samp_type","cruise","station","cast","depth","abs_depth","rosette","tripl","id","untripl","date_run","timestamp","time","lat","lon","DCM_depth","sla","local_hour","temp","sal","theta","dic","alk","ph","oxy_um","PAR","PAR_perc","no23_um","po4_um","DON_um","DOP_um","si_um","PC_um","PN_um","chl_ug","phaeo_ug","beam_atten","het_abund","pro_abund","syn_abund","euk_abund"
"180821_Smp_MS11C2175m_C.mzML","Smp","MT","11",2,"175m",175.1,3,"C","MS11C2175m_C","180821_Smp_MS11C2175m",2018-08-21,2018-08-25 08:34:57,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,16.966,34.7515,16.937,2053.80609756098,2284.37804878049,7.93279268292683,NA,NA,NA,3.78034844680775,0.33251410956378,3.63411727773684,0.0953853726797275,5.00531009897504,0.642129279263188,0.103558995246478,0.0232451219512195,0.0530243902439025,0.0085,1.691748,0.013952,0,0.001992
"180821_Smp_MS14C2DCM_C.mzML","Smp","MT","14",2,"DCM",104.9,9,"C","MS14C2DCM_C","180821_Smp_MS14C2DCM",2018-08-21,2018-08-25 10:15:58,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,22.733,35.138,22.712,2024.83787375415,2317.93355481728,8.02920598006645,NA,NA,NA,0.0184380433771233,0.0999123984292386,4.64347041512658,0.156249689388613,1.82142767434519,1.49776327948635,0.249522837961541,0.272913953488372,0.589459136212625,0.0449045757575757,3.31372,1.08282,0.00106,0.03166
"180821_Smp_MS8C115m_A.mzML","Smp","MT","8",1,"15m",16.1,20,"A","MS8C115m_A","180821_Smp_MS8C115m",2018-08-21,2018-08-25 11:06:29,2017-06-30 18:11:24,25.925,-158.1235,122,0.1793,8,26.143,35.074,26.139,1992.8714527027,2306.08108108108,8.07295439189189,NA,NA,NA,0.00398091600574582,0.0430370167274467,4.76265135246206,0.200445188841589,1.19907765805301,1.88751436681534,0.236937687956526,0.054458277027027,0.0319027027027027,0.0419500874336478,5.09808,1.67752,0.0102933333333333,0.00818333333333333
"180821_Smp_MS7C115m_C.mzML","Smp","MT","7",1,"15m",14.5,19,"C","MS7C115m_C","180821_Smp_MS7C115m",2018-08-21,2018-08-25 12:47:31,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,25.816,35.2,25.813,2006.3,2318,8.067,206.8,NA,NA,0.00188437998326377,0.0398751040021411,4.7459926099998,0.196592393744647,1.57384712076162,1.84245912254062,0.277252458743159,0.05628,0.034305,0.0350626605308753,4.9335,1.8424,0.014,0.0081
"180821_Smp_MS14C215m_B.mzML","Smp","MT","14",2,"15m",15,21,"B","MS14C215m_B","180821_Smp_MS14C215m",2018-08-21,2018-08-25 13:38:01,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,26.3895,34.9275,26.3865,1988.6,2304,8.069,NA,NA,NA,0.00405339763430835,0.0620365763228807,4.83288980497635,0.195946554647076,1.94457526982527,2.11909832238736,0.268765138577552,0.0498,0.0307,0.045938469284995,4.705,1.478,0.008,0.006
"180821_Smp_MS6C315m_B.mzML","Smp","MT","6",3,"15m",15.2,21,"B","MS6C315m_B","180821_Smp_MS6C315m",2018-08-21,2018-08-25 17:50:31,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,25.8033333333333,35.2033333333333,25.8003333333333,2001.80738916256,2331.74876847291,8.06729556650246,NA,NA,NA,0.00553915639160424,0.0412410502341614,4.80703813886207,0.202550256357526,1.8385190953536,1.90442123570654,0.264647527804138,0.0436394088669951,0.0289778325123153,0.0381798792756539,4.91453333333333,1.24302,0.0109866666666667,0.00602666666666667
"180821_Smp_MS9C215m_A.mzML","Smp","MT","9",2,"15m",15.1,20,"A","MS9C215m_A","180821_Smp_MS9C215m",2018-08-21,2018-08-25 18:41:03,2017-06-30 23:32:21,25.679,-158.225,110,0.1036,13,26.12775,35.069,26.12475,1996.8684729064,2312.04926108374,8.07086206896552,NA,NA,NA,0.00191755191453887,0.0475212010447773,4.84339488370305,0.199426312316349,1.54278247001436,2.12989382525201,0.258218702558959,0.0540206896551724,0.0307113300492611,0.0452611670020121,5.03434,1.62665333333333,0.0130066666666667,0.00902
"180821_Smp_MS14C2175m_A.mzML","Smp","MT","14",2,"175m",175.6,1,"A","MS14C2175m_A","180821_Smp_MS14C2175m",2018-08-21,2018-08-25 20:22:03,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,20.449,35.158,20.416,2045.6,2311,7.989,NA,NA,NA,1.03160100101727,0.137116893015096,4.10701452332304,0.0988210111679422,2.29496698254091,0.798979665138255,0.141455336093448,0.0351,0.1208,0.0119179789866537,2.38336,0.073344,0,0.002952
"180821_Smp_MS7C1DCM_A.mzML","Smp","MT","7",1,"DCM",133.5,9,"A","MS7C1DCM_A","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 21:12:33,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,22.097,35.197,22.07,2041.96933066933,2287.7042957043,8.03151348651349,207.074,NA,NA,0.262744245997289,0.104672851176507,4.36229941120321,0.145003989152741,1.98244080693082,1.62795204976362,0.28808417853493,0.196147268408551,0.48558028503563,0.0333010613598673,3.7697,0.98417,0,0.02154
"180821_Smp_MS14C215m_C.mzML","Smp","MT","14",2,"15m",15.3,19,"C","MS14C215m_C","180821_Smp_MS14C215m",2018-08-21,2018-08-25 22:53:35,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,26.375,34.929,26.372,1988.6,2304,8.069,NA,NA,NA,0.00404038189829977,0.0619278220958682,4.83400523264805,0.195968044136392,1.94137347858555,2.11909832238736,0.268765138577552,0.0498,0.0307,0.0460266858006043,4.71545,1.48429,0.00803,0.00603
"180821_Smp_MS7C115m_A.mzML","Smp","MT","7",1,"15m",15.7,20,"A","MS7C115m_A","180821_Smp_MS7C115m",2018-08-21,2018-08-25 23:44:04,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,25.816,35.2,25.813,2006.28347107438,2317.99669421488,8.06700991735537,207.040333333333,NA,NA,0.00190389080701334,0.0395231600292471,4.73993995305416,0.195885498211894,1.57506292376557,1.84245912254062,0.277252458743159,0.0477986440677966,0.030595593220339,0.0354032025368564,4.95372666666667,1.85545333333333,0.01407,0.00811666666666667
"180821_Smp_MS13C2DCM_C.mzML","Smp","MT","13",2,"DCM",109.1,12,"C","MS13C2DCM_C","180821_Smp_MS13C2DCM",2018-08-21,2018-08-26 01:25:05,2017-07-02 00:04:16,24.4721666666667,-158.719333333333,112,-0.0692,14,20.85,35.079,20.829,2050.32628571429,2308.37714285714,7.97319428571429,NA,NA,NA,0.488594672181857,0.132604140581944,4.20221296375703,0.143295158728106,2.86315324187815,1.79739311880459,0.294049752085838,0.279036571428571,0.484961714285714,0.0512901651515152,4.171005,1.002315,0.00159,0.029335
"180821_Smp_MS4C1DCM_C.mzML","Smp","MT","4",1,"DCM",102.3,12,"C","MS4C1DCM_C","180821_Smp_MS4C1DCM",2018-08-21,2018-08-26 02:15:36,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,18.069,34.92,18.051,NA,NA,NA,NA,NA,NA,0.00723440569508058,0.0786911200512714,4.27912589392713,0.144950773334854,3.40553063919386,2.37907285816583,0.395226549081961,0.261322115384615,0.545174038461538,0.05675952,5.6196,1.64106,0.00308,0.0276
"180821_Smp_MS10C215m_C.mzML","Smp","MT","10",2,"15m",16.3,19,"C","MS10C215m_C","180821_Smp_MS10C215m",2018-08-21,2018-08-26 03:56:35,2017-07-01 06:34:21,25.4318333333333,-158.327,110,0.0111,20,25.898,35.225,25.894,2004.6,2321,8.066,NA,NA,NA,0.00434817664337964,0.0417681821583674,4.78356493283353,0.198388848646489,1.61179111136708,1.76854064254933,0.274443628081269,0.049,0.0287,0.0417550880216498,4.57272666666667,1.54191333333333,0.011,0.00817333333333333
"180821_Smp_MS12C1175m_C.mzML","Smp","MT","12",1,"175m",175.4,3,"C","MS12C1175m_C","180821_Smp_MS12C1175m",2018-08-21,2018-08-26 04:47:08,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,14.426,34.424,14.4,2040,2319,7.855,206.2712,NA,NA,6.65085062138468,0.51391751076914,3.47821653694983,0.0759637874261897,6.69470380184764,0.699858127733885,0.0968969052240121,0.0084,0.0236,0.00808989898989899,1.581824,0.007888,0,0
"180821_Std_H2OInMatrix_2.mzML","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 20:22:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Std_4uMStdsMix1InMatrix_2.mzML","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 21:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Std_4uMStdsMix2InMatrix_2.mzML","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 22:03:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Std_4uMStdsMix1InH2O_2.mzML","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 23:44:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Std_4uMStdsMix2InH2O_2.mzML","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-28 00:35:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Smp_MS11C2175m_A.mzML","Smp","MT","11",2,"175m",175.9,1,"A","MS11C2175m_A","180821_Smp_MS11C2175m",2018-08-21,2018-08-28 02:16:04,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,17.177,34.785,17.148,2054,2284,7.932,NA,NA,NA,3.84101078823098,0.336685099277028,3.63074440100514,0.0948719383301195,5.04772029995492,0.628670841779838,0.101140565306816,0.0207,0.0472,0.00841386961989372,1.681732,0.013568,0,0.001928
"180821_Smp_MS5C1DCM_A.mzML","Smp","MT","5",1,"DCM",123.4,9,"A","MS5C1DCM_A","180821_Smp_MS5C1DCM",2018-08-21,2018-08-28 03:06:33,2017-06-29 22:12:29,27.18,-157.6075,122,0.1837,12,20.938,35.117,20.914,2042.76764705882,2311.75735294118,7.98840441176471,NA,NA,NA,0.756436349009258,0.156896125215381,4.31973464607758,0.134492520974471,2.50221516440255,1.47954892452612,0.250129935605241,0.247295652173913,0.510269565217391,0.0480060583613917,3.43711111111111,0.8442,0.000355555555555554,0.0266444444444444
"180821_Smp_MS6C3DCM_C.mzML","Smp","MT","6",3,"DCM",118.6,10,"C","MS6C3DCM_C","180821_Smp_MS6C3DCM",2018-08-21,2018-08-28 04:47:32,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,21.944,35.219,21.921,2027.28486238532,2317.98623853211,8.03125688073395,NA,NA,NA,0.00293932310257874,0.081893362838354,4.62189775753653,0.164086362610198,1.80601241363588,1.67437785566488,0.289182188486424,0.186200917431193,0.517028440366972,0.0386692444444444,4.563976,1.55816,0.004328,0.014216
"180821_Smp_MS12C115m_C.mzML","Smp","MT","12",1,"15m",15.4,19,"C","MS12C115m_C","180821_Smp_MS12C115m",2018-08-21,2018-08-28 05:38:03,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,26.005,35.388,26.002,2021.2,2333,8.025,206.104,NA,NA,0.00186686067780746,0.0230798382885615,4.69157310582428,0.185270682099424,1.5328899884003,2.36780327078378,0.283617948867364,0.05495,0.03755,0.034685502612182,4.91733333333333,1.97512,0.01304,0.0100666666666667
"180821_Smp_MS4C1175m_C.mzML","Smp","MT","4",1,"175m",174.6,3,"C","MS4C1175m_C","180821_Smp_MS4C1175m",2018-08-21,2018-08-28 07:19:06,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,15.386,34.59,15.359,NA,NA,NA,NA,NA,NA,5.25715685320107,0.422471876101256,3.57096827624223,0.0893668363975473,5.61297694389623,0.724488327937395,0.125718429953052,0.0164,0.0378,0.0065584484848485,1.587072,0.019312,0,8.00000000000011e-05
"180821_Smp_MS13C315m_A.mzML","Smp","MT","13",3,"15m",15.3,1,"A","MS13C315m_A","180821_Smp_MS13C315m",2018-08-21,2018-08-28 08:09:35,2017-07-02 01:32:49,24.4715,-158.723166666667,112,-0.0685,15,26.6056666666667,35.1013333333333,26.6026666666667,1992.4,2317,8.073,NA,NA,NA,0.00215988602487942,0.0417823189398709,4.74952447444404,0.19815077797877,1.20536125107435,2.30797942300621,0.279349779196624,0.05323,0.03527,0.0514818913480885,4.88361,1.52879,0.009005,0.008025
"180821_Smp_MS13C315m_C.mzML","Smp","MT","13",3,"15m",15.3,1,"C","MS13C315m_C","180821_Smp_MS13C315m",2018-08-21,2018-08-28 09:50:34,2017-07-02 01:32:49,24.4715,-158.723166666667,112,-0.0685,15,26.6056666666667,35.1013333333333,26.6026666666667,1992.4,2317,8.073,NA,NA,NA,0.00215988602487942,0.0417823189398709,4.74952447444404,0.19815077797877,1.20536125107435,2.30797942300621,0.279349779196624,0.05323,0.03527,0.0514818913480885,4.88361,1.52879,0.009005,0.008025
"180821_Smp_MS7C1DCM_C.mzML","Smp","MT","7",1,"DCM",133.4,8,"C","MS7C1DCM_C","180821_Smp_MS7C1DCM",2018-08-21,2018-08-28 10:41:05,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,22.1,35.197,22.074,2041.8986013986,2287.75524475524,8.03158041958042,207.0696,NA,NA,0.259877217014808,0.104581251406614,4.36325170971211,0.145097672036795,1.98125209943513,1.62991179535376,0.28840072194437,0.196556057007126,0.486600237529691,0.0333859480375898,3.77568,0.988268,0,0.021616
"180821_Smp_MS5C115m_A.mzML","Smp","MT","5",1,"15m",15.1,21,"A","MS5C115m_A","180821_Smp_MS5C115m",2018-08-21,2018-08-28 12:22:06,2017-06-29 22:12:29,27.18,-157.6075,122,0.1837,12,25.958,35.208,25.955,2007.2,2318,8.067,NA,NA,NA,0.00217942027297921,0.0583271306065625,4.76070650206383,0.199879560674277,1.53888301932463,2.01186684101355,0.292105269032971,0.058,0.0253,0.0447802816901409,5.18647666666667,1.22418333333333,0.0130033333333333,0.00801333333333333
"180821_Smp_MS12C1DCM_C.mzML","Smp","MT","12",1,"DCM",102.3,9,"C","MS12C1DCM_C","180821_Smp_MS12C1DCM",2018-08-21,2018-08-28 13:12:35,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,18.026,34.892,18.008,2042.09787234043,2293.50709219858,7.96512056737589,219.8788,NA,NA,1.02983644667846,0.173465608144081,4.15003939420425,0.121671468066515,3.39875918006926,2.82033486753397,0.431459350406631,0.274263888888889,0.545666666666667,0.0744308682828283,5.128464,1.178404,0.003632,0.048332
"180821_Smp_MS11C2DCM_A.mzML","Smp","MT","11",2,"DCM",111,10,"A","MS11C2DCM_A","180821_Smp_MS11C2DCM",2018-08-21,2018-08-28 14:53:36,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,20.639,35.151,20.618,2038.26966463415,2314.66920731707,7.99630640243902,NA,NA,NA,0.113149677184974,0.091017339217698,4.36967562737264,0.144223184412008,4.43110605931955,1.8745376259528,0.325018079721257,0.227173018292683,0.519703658536585,0.0547004713804714,5.09946666666667,2.11773333333333,0.00186666666666667,0.0532
"180821_Smp_MS12C1DCM_B.mzML","Smp","MT","12",1,"DCM",103.9,11,"B","MS12C1DCM_B","180821_Smp_MS12C1DCM",2018-08-21,2018-08-28 15:44:07,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,17.99,34.887,17.972,2042.88784916201,2293.10893854749,7.96254748603352,219.1684,NA,NA,1.17582077923149,0.182235531147704,4.12153390748268,0.12013229812303,3.45449311496356,2.83166828667953,0.433089087339441,0.247603271028037,0.492197196261682,0.0719966896969697,4.974352,1.132772,0.003376,0.046476
"180821_Smp_MS11C2DCM_C.mzML","Smp","MT","11",2,"DCM",110.6,9,"C","MS11C2DCM_C","180821_Smp_MS11C2DCM",2018-08-21,2018-08-29 00:09:14,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,20.641,35.151,20.62,2038.17271341463,2314.85823170732,7.99670274390244,NA,NA,NA,0.0951979683572584,0.0899281538452877,4.38794042517326,0.144512280849045,4.48236844312666,1.88014237503623,0.325900879553124,0.228445579268293,0.522615853658537,0.0552021010101011,5.15608,2.15664,0.00192,0.05392
"180821_Smp_MS8C1175m_B.mzML","Smp","MT","8",1,"175m",176.7,2,"B","MS8C1175m_B","180821_Smp_MS8C1175m",2018-08-21,2018-08-29 00:59:45,2017-06-30 18:11:24,25.925,-158.1235,122,0.1793,8,19.566,35.104,19.534,2046.9,2306,7.973,NA,NA,NA,1.2156747540004,0.16466722481196,3.99601753019839,0.119709428639211,2.67338694248091,0.687242659336965,0.137211676010645,0.0322,0.0796,0.0106293735676089,2.282468,0.03962,0,0.001932
"180821_Smp_MS12C115m_A.mzML","Smp","MT","12",1,"15m",15.3,20,"A","MS12C115m_A","180821_Smp_MS12C115m",2018-08-21,2018-08-29 02:40:44,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,26.005,35.388,26.002,2021.2,2333,8.025,206.053,NA,NA,0.00186581877964486,0.0230722295506642,4.6916602780491,0.185293608186478,1.53181526416929,2.36780327078378,0.283617948867364,0.0522625,0.0354875,0.0346468734380098,4.912,1.97184,0.01303,0.01005
"180821_Smp_MS10C2175m_B.mzML","Smp","MT","10",2,"175m",175.6,2,"B","MS10C2175m_B","180821_Smp_MS10C2175m",2018-08-21,2018-08-29 03:31:15,2017-07-01 06:34:21,25.4318333333333,-158.327,110,0.0111,20,18.185,34.939,18.155,2051.2,2290,7.954,NA,NA,NA,1.91859730402419,0.194106794908781,3.84694290554773,0.104719152104436,3.25287519889808,0.634978575978297,0.124480695762235,0.0262,0.0594,0.0168531932225481,1.99656,0.042992,0,0.002928
"180821_Smp_MS10C2DCM_A.mzML","Smp","MT","10",2,"DCM",110.5,11,"A","MS10C2DCM_A","180821_Smp_MS10C2DCM",2018-08-21,2018-08-29 05:12:18,2017-07-01 06:34:21,25.4318333333333,-158.327,110,0.0111,20,20.7423333333333,35.1716666666667,20.7213333333333,2038.7,2314,8.002,NA,NA,NA,0.231006044999792,0.108270273447294,4.39746525412969,0.15022679272344,2.05519305108707,1.7514475291057,0.283617948867364,0.2226,0.4567,0.0423228100657169,3.83858695652174,1.21621739130435,0.00217391304347826,0.0240434782608696
"180821_Smp_MS14C2175m_B.mzML","Smp","MT","14",2,"175m",175.2,2,"B","MS14C2175m_B","180821_Smp_MS14C2175m",2018-08-21,2018-08-29 06:02:47,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,20.4465,35.157,20.4135,2045.51221590909,2311.02982954545,7.98917045454545,NA,NA,NA,1.02324262537923,0.136662544936436,4.10554294524977,0.0988210111679422,2.25664839199279,0.798979665138255,0.141455336093448,0.0361176136363636,0.122811363636364,0.0119989493326843,2.38912,0.074448,0,0.002984
"180821_Smp_MS10C2DCM_C.mzML","Smp","MT","10",2,"DCM",110.4,13,"C","MS10C2DCM_C","180821_Smp_MS10C2DCM",2018-08-21,2018-08-29 07:43:46,2017-07-01 06:34:21,25.4318333333333,-158.327,110,0.0111,20,20.745,35.172,20.724,2038.66372340426,2314.00744680851,8.00206808510638,NA,NA,NA,0.22884415293402,0.108108445279417,4.39835009459542,0.150291449285535,2.05426123518109,1.749028369683,0.283208049882093,0.222242196531792,0.455606358381503,0.0422875743644245,3.84049565217391,1.21873913043478,0.00219130434782609,0.0239478260869565
"180821_Smp_MS6C3175m_B.mzML","Smp","MT","6",3,"175m",175.8,2,"B","MS6C3175m_B","180821_Smp_MS6C3175m",2018-08-21,2018-08-29 08:34:17,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,20.405,35.234,20.372,2040,2320,8.02,NA,NA,NA,0.312976569398419,0.0901172295765501,4.47991307467726,0.130949552731066,2.03717007430799,0.729594588955196,0.137211676010645,0.0241,0.0599,0.0100950225142996,2.250528,0.019936,0,0.001
"180821_Smp_MS4C115m_B.mzML","Smp","MT","4",1,"15m",15,20,"B","MS4C115m_B","180821_Smp_MS4C115m",2018-08-21,2018-08-29 10:15:18,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,25.627,35.28525,25.62375,NA,NA,NA,NA,NA,NA,0.00153550145265733,0.0278705167767817,4.67582033995004,0.188705995908408,1.74071753244573,1.91804008589489,0.297942594277881,0.0533737785016287,0.0332338762214984,0.0355186304128902,4.988,1.637,0.017,0.008
"180821_Smp_MS12C1175m_B.mzML","Smp","MT","12",1,"175m",175.6,2,"B","MS12C1175m_B","180821_Smp_MS12C1175m",2018-08-21,2018-08-29 11:05:47,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,14.602,34.4435,14.576,2040,2319,7.855,206.2568,NA,NA,6.6589692311777,0.51447272388719,3.47911613590375,0.0759637874261897,6.71992550972233,0.699858127733885,0.0968969052240121,0.0084,0.0236,0.00800909090909091,1.580736,0.007832,0,0
"180821_Smp_MS12C115m_B.mzML","Smp","MT","12",1,"15m",15.6,21,"B","MS12C115m_B","180821_Smp_MS12C115m",2018-08-21,2018-08-29 22:52:57,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,26.005,35.388,26.002,2021.2,2333,8.025,206.206,NA,NA,0.00186894447413266,0.0230950557643562,4.69139876137463,0.185224829925316,1.53503943686233,2.36780327078378,0.283617948867364,0.060325,0.041675,0.0347627609605265,4.928,1.98168,0.01306,0.0101
"180821_Smp_MS8C1175m_A.mzML","Smp","MT","8",1,"175m",176,1,"A","MS8C1175m_A","180821_Smp_MS8C1175m",2018-08-21,2018-08-29 23:43:25,2017-06-30 18:11:24,25.925,-158.1235,122,0.1793,8,19.576,35.105,19.544,2046.9,2306,7.973,NA,NA,NA,1.18914421944954,0.162693654338837,3.99570488920446,0.120255126096068,2.57743978219193,0.687242659336965,0.137211676010645,0.0322,0.0796,0.0106457912457913,2.29504,0.0406,0,0.00196
"180821_Smp_MS8C1175m_C.mzML","Smp","MT","8",1,"175m",176,3,"C","MS8C1175m_C","180821_Smp_MS8C1175m",2018-08-21,2018-08-30 01:24:25,2017-06-30 18:11:24,25.925,-158.1235,122,0.1793,8,19.576,35.105,19.544,2046.9,2306,7.973,NA,NA,NA,1.18914421944954,0.162693654338837,3.99570488920446,0.120255126096068,2.57743978219193,0.687242659336965,0.137211676010645,0.0322,0.0796,0.0106457912457913,2.29504,0.0406,0,0.00196
"180821_Smp_MS14C2DCM_B.mzML","Smp","MT","14",2,"DCM",105.3,11,"B","MS14C2DCM_B","180821_Smp_MS14C2DCM",2018-08-21,2018-08-30 02:14:56,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,22.731,35.138,22.71,2025.05852272727,2317.98011363636,8.02888636363636,NA,NA,NA,0.0310164493174422,0.101124203098909,4.63956647521368,0.155818828981096,1.82990737701993,1.49534349408888,0.249359928313034,0.273221590909091,0.591459090909091,0.044514303030303,3.29578,1.071615,0.000985,0.031745
